timestamp,name,location,access
2012-08-02T17:20:00-04:00,"The President departs Orlando, Florida en route to Virginia","Orlando International Airport","Open Press"
2012-08-02T19:15:00-04:00,"The President arrives in Virginia","Dulles International Airport","Open Press"
2012-08-02T19:50:00-04:00,"The President delivers remarks at a campaign event","Virginia, Loudoun County High School, Leesburg","Open to pre-credentialed media"
2012-08-02T20:50:00-04:00,"The President departs Leesburg, Virginia en route to the White House",,"Travel Pool Coverage"
2012-08-02T21:00:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-08-01T09:50:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-08-01T10:05:00-04:00,"The President departs Joint Base Andrews en route to Mansfield, Ohio",,"Travel Pool Coverage"
2012-08-01T11:15:00-04:00,"The President arrives in Mansfield, Ohio","Mansfield Air National Guard Base","Open Press"
2012-08-01T11:40:00-04:00,"The President delivers remarks at a campaign event",,"Open to pre-credentialed media"
2012-08-01T14:30:00-04:00,"The President departs Mansfield, Ohio en route to Akron, Ohio","Mansfield Air National Guard Base","Open Press"
2012-08-01T15:00:00-04:00,"The President arrives in Akron, Ohio","Akron-Canton Regional Airport","Open Press"
2012-08-01T15:55:00-04:00,"The President delivers remarks at a campaign event","John S. Knight Center","Open to pre-credentialed media"
2012-08-01T17:05:00-04:00,"The President departs Akron, Ohio","Akron-Canton Regional Airport","Open Press"
2012-08-01T17:15:00-04:00,"The Vice President hosts a reception for the Presidential Commission for the Study of Bioethical Issues","Naval Observatory",
2012-08-01T18:15:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-08-01T18:30:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-31T10:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-31T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Presss Briefing Room",
2012-07-30T11:10:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-30T12:30:00-04:00,"Press Briefing by Principal Deputy Press Secretary Josh Earnest","Press Briefing Room",
2012-07-30T13:45:00-04:00,"The President participates in an Ambassador Credentialing Ceremony","Oval Office","Closed Press"
2012-07-30T14:15:00-04:00,"The Vice President attends a campaign event","Chicago, Illinois",
2012-07-30T15:30:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-07-30T15:45:00-04:00,"The President departs Joint Base Andrews en route to New York City",,"Travel Pool Coverage"
2012-07-30T16:40:00-04:00,"The President arrives in New York City","John F. Kennedy International Airport","Open Press"
2012-07-30T20:05:00-04:00,"The President delivers remarks at a campaign event","New York City, NoMad Hotel","Print Pool"
2012-07-30T21:35:00-04:00,"The President departs New York City en route to Joint Base Andrews","John F. Kennedy International Airport","Open Press"
2012-07-30T22:30:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-30T22:45:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-27T09:40:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-27T10:15:00-04:00,"The President signs the United States-Israel Enhanced Security Cooperation Act","Oval Office","Pool Spray"
2012-07-27T11:00:00-04:00,"The President and the Vice President meet with Ambassador Crocker","Oval Office","Closed Press"
2012-07-27T11:30:00-04:00,"Press Briefing by Press Secretary Jay Carney",,
2012-07-27T11:30:00-04:00,"The President and the Vice President meet with Secretary of State Clinton","Oval Office","Closed Press"
2012-07-27T13:10:00-04:00,"The President attends a campaign event","Washington, DC, Jefferson Hotel","Closed Press"
2012-07-27T16:45:00-04:00,"The President departs the White House en route McLean, Virginia","South Lawn","Open Press"
2012-07-27T17:25:00-04:00,"The President attends a campaign event","Private Residence, Virginia, McLean","Closed Press"
2012-07-27T19:35:00-04:00,"The President delivers remarks at a campaign event","Private Residence, Virginia, McLean","Pooled Press"
2012-07-27T20:25:00-04:00,"The President departs McLean, Virginia en route the White House",,"Travel Pool Coverage"
2012-07-27T20:35:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-26T11:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-26T11:30:00-04:00,"The President meets with Secretary Shinseki","Oval Office","Closed Press"
2012-07-26T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2012-07-26T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-07-26T14:10:00-04:00,"The President holds a Cabinet Meeting","Cabinet Meeting","Pool Spray at the Top"
2012-07-26T16:45:00-04:00,"The President and the Vice President meet with Secretary Panetta","Oval Office","Closed Press"
2012-07-25T12:25:00-04:00,"The President departs Seattle, Washington en route to New Orleans, Louisiana","Boeing Field","Open Press"
2012-07-25T13:00:00-04:00,"The Vice President delivers remarks at the International Association of Fire Fighters 51st Convention","Philadelphia, Pennsylvania","Open Press"
2012-07-25T16:25:00-04:00,"The President arrives in New Orleans, Louisiana","Louis Armstrong International Airport","Closed Press"
2012-07-25T16:50:00-04:00,"The President attends a campaign event","Private Residence","Closed Press"
2012-07-25T18:45:00-04:00,"The President delivers remarks at a campaign event","The House of Blues","Pooled TV, Open to Correspondents"
2012-07-25T20:00:00-04:00,"The President delivers remarks the National Urban League convention","Ernest N. Morial Convention Center","Open Press"
2012-07-25T21:25:00-04:00,"The President departs New Orleans, Louisiana en route to Joint Base Andrews","Louis Armstrong International Airport","Open Press"
2012-07-25T23:40:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-25T23:55:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-24T13:15:00-04:00,"The President departs San Francisco, California en route to Portland, Oregon","San Francisco International Airport","Open Press"
2012-07-24T14:40:00-04:00,"The President arrives in Portland, Oregon","Portland International Airport","Open Press"
2012-07-24T16:50:00-04:00,"The President attends a campaign event","Oregon Convention Center, Portland Oregon","Closed Press"
2012-07-24T19:10:00-04:00,"The President delivers remarks at a campaign event","Oregon Convention Center, Portland, Oregon","Pooled TV, Open to Correspondents"
2012-07-24T20:05:00-04:00,"The President departs Portland, Oregon en route to Seattle, Washington","Portland International Airport","Open Press"
2012-07-24T20:50:00-04:00,"The President arrives in Seattle, Washington","Boeing Field","Open Press"
2012-07-24T21:15:00-04:00,"The President attends a campaign event","Private Residence, Washington, Hunts Point","Closed Press"
2012-07-24T23:15:00-04:00,"The President delivers remarks at a campaign event","Private Residence, Washington, Hunts Point","Print Pool"
2012-07-23T11:00:00-04:00,"The Vice President delivers remarks at the National Association of Police Organizations 34th Annual Convention","Florida, Palm Beach","Open Press"
2012-07-23T14:25:00-04:00,"The President departs San Francisco, California en route to Reno, Nevada","San Francisco International Airport","Open Press"
2012-07-23T15:10:00-04:00,"The President arrives in Reno, Nevada","Nevada Air National Guard at Tahoe International Airport","Open Press"
2012-07-23T15:35:00-04:00,"The President delivers remarks at the 113th National Convention of the Veterans of Foreign Wars","Reno Sparks Convention Center","Open to pre-credentialed media"
2012-07-23T17:00:00-04:00,"The President departs Reno, Nevada en route to Oakland, California","Nevada Air National Guard at Tahoe International Airport","Open Press"
2012-07-23T17:50:00-04:00,"The President arrives in Oakland, California","Jacksonville International Airport","Open Press"
2012-07-23T18:20:00-04:00,"The President attends a campaign event","California, Oakland, The Scottish Rite Center","Closed Press"
2012-07-23T20:35:00-04:00,"The President delivers remarks at a campaign event","Private Residence","Print Pool"
2012-07-23T22:55:00-04:00,"The President delivers remarks at a campaign event","California, Oakland, The Fox Theatre","Pooled TV, Open to Correspondents"
2012-07-20T09:25:00-04:00,"The President departs West Palm Beach, Florida en route to Fort Myers, Florida","Palm Beach International Airport","Open Press"
2012-07-20T10:00:00-04:00,"The President arrives in Fort Myers, Florida","Southwest Florida International Airport","Open Press"
2012-07-20T11:20:00-04:00,"The President delivers remarks at a campaign event","Florida, Harborside Event Center, Fort Myers","Open to pre-credentialed media"
2012-07-20T12:05:00-04:00,"The President departs Fort Myers, Florida en route to Washington, DC","Southwest Florida International Airport","Open Press"
2012-07-20T13:30:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-20T13:45:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-19T10:45:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-07-19T11:00:00-04:00,"The President departs Joint Base Andrews en route to Jacksonville, Florida",,"Travel Pool Coverage"
2012-07-19T12:45:00-04:00,"The President arrives in Jacksonville, Florida","Jacksonville International Airport","Open Press"
2012-07-19T13:15:00-04:00,"The President delivers remarks at a campaign event","Florida, Prime Osborn Convention Center, Jacksonville","Open to pre-credentialed media"
2012-07-19T14:45:00-04:00,"The Vice President delivers remarks at a campaign event","Plumbers and Pipefitters Local 189 Union Hall","Open Press"
2012-07-19T15:05:00-04:00,"The President attends a campaign event","Florida, Prime Osborn Convention Center, Jacksonville","Closed Press"
2012-07-19T16:35:00-04:00,"The President departs Jacksonville, Florida en route to West Palm Beach, Florida","Jacksonville International Airport","Open Press"
2012-07-19T17:35:00-04:00,"The President arrives West Palm Beach, Florida","West Palm Beach International Airport","Open Press"
2012-07-19T18:20:00-04:00,"The President delivers remarks at a campaign event","Florida, Century Plaza, West Palm Beach","Open to pre-credentialed media"
2012-07-19T19:35:00-04:00,"The President attends a campaign event","Florida, Century Plaza, West Palm Beach","Closed Press"
2012-07-18T01:05:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-18T01:20:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-18T10:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-18T11:00:00-04:00,"The President meets with Secretary of Agriculture Tom Vilsack to discuss the Administrationâs efforts to respond to the drought","Oval Office","Closed Press"
2012-07-18T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney and Secretary of Agriculture Tom Vilsack",,
2012-07-18T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2012-07-18T14:25:00-04:00,"The President honors the 2012 NCAA Womenâs Basketball Champion Baylor Bears","East Room","Open Press"
2012-07-18T15:30:00-04:00,"The President and The Vice President meet with Secretary of State Clinton","Oval Office","Closed Press"
2012-07-18T16:00:00-04:00,"The President and the Vice President meet with Secretary of Defense Panetta","Oval Office","Closed Press"
2012-07-18T17:40:00-04:00,"The President attends a campaign event","Washington, DC, The Mandarin Oriental Hotel","Closed Press"
2012-07-17T09:00:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-07-17T09:15:00-04:00,"The President departs Joint Base Andrews en route to San Antonio, Texas",,"Travel Pool Coverage"
2012-07-17T12:30:00-04:00,"The President arrives in San Antonio, Texas","San Antonio International Airport","Open Press"
2012-07-17T14:00:00-04:00,"The President delivers remarks at a campaign event","Texas, The Henry B. Gonzalez Convention Center, San Antonio","Pooled TV, Open to Correspondents"
2012-07-17T15:00:00-04:00,"The Vice President meets with a delegation of Australian leaders","Naval Observatory",
2012-07-17T15:30:00-04:00,"The President delivers remarks at a campaign event","Private Residence, Texas, San Antonio","Print Pool"
2012-07-17T15:50:00-04:00,"The President departs San Antonio, Texas en route to Austin, Texas","San Antonio International Airport","Open Press"
2012-07-17T17:25:00-04:00,"The President arrives in Austin, Texas","Austin-Bergstrom International Airport","Open Press"
2012-07-17T18:00:00-04:00,"The Vice President attends an event for the Democratic Congressional Campaign Committee","New York City",
2012-07-17T18:50:00-04:00,"The President delivers remarks at a campaign event","Austin, Texas, Austin Music Hall","Pooled TV, Open to Correspondents"
2012-07-17T20:55:00-04:00,"The President delivers remarks at a campaign event","Private Residence","Print Pool"
2012-07-17T22:10:00-04:00,"The President departs Austin, Texas en route Joint Base Andrews","Austin-Bergstrom International Airport","Open Press"
2012-07-16T09:30:00-04:00,"The President departs the White House en route Joint Base Andrews","South Lawn","Open Press"
2012-07-16T09:45:00-04:00,"The President departs Joint Base Andrews en route Cincinnati, Ohio",,
2012-07-16T11:15:00-04:00,"The President arrives in Ohio","Cincinnati, Northern Kentucky International Airport","Open Press"
2012-07-16T11:45:00-04:00,"The Vice President delivers remarks at a White House Community Leaders Briefing on Seniors Issues","South Court Auditorium","Open Press"
2012-07-16T12:30:00-04:00,"The President attends a campaign event","Cincinnati Music Hall","Closed Press"
2012-07-16T14:20:00-04:00,"The President delivers remarks at a campaign event","Cincinnati Music Hall","Open to pre-credentialed media"
2012-07-16T16:45:00-04:00,"The President departs Ohio en route Joint Base Andrews","Cincinnati, Northern Kentucky International Airport","Open Press"
2012-07-16T18:10:00-04:00,"The President arrives Joint Base Andrews",,
2012-07-16T18:25:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2012-07-16T19:10:00-04:00,"The President and the Vice President attend the United States vs. Brazil women and menâs basketball games","Washington, DC, Verizon Center",
2012-07-13T09:40:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-07-13T09:55:00-04:00,"The President departs Joint Base Andrews en route to Virginia Beach, Virginia",,"Travel Pool Coverage"
2012-07-13T10:40:00-04:00,"The President arrives in Norfolk, Virginia","Norfolk International Airport","Open Press"
2012-07-13T12:55:00-04:00,"The President delivers remarks at a campaign event","VA, Virginia Beach, Green Run High School","Open to pre-credentialed media"
2012-07-13T14:40:00-04:00,"The President departs Norfolk, Virginia en route to Hampton, Virginia","Norfolk International Airport","Open Press"
2012-07-13T15:05:00-04:00,"The President arrives in Hampton, Virginia","Langley Air Force Base","Open Press"
2012-07-13T16:25:00-04:00,"The President delivers remarks at a campaign event","Hampton, VA, Phoebus High School","Open Press"
2012-07-13T17:30:00-04:00,"The President departs Hampton, Virginia en route to Roanoke, Virginia","Langley Air Force Base","Open Press"
2012-07-13T18:20:00-04:00,"The President arrives in Roanoke, Virginia","VA, Roanoke Regional Airport, Roanoke","Open Press"
2012-07-13T19:25:00-04:00,"The President delivers remarks at a campaign event","VA, Roanoke, Roanoke Fire Station #1","Open Press"
2012-07-13T20:50:00-04:00,"The President departs Roanoke, Virginia en route to Joint Base Andrews","VA, Roanoke Regional Airport, Roanoke","Open Press"
2012-07-13T21:40:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-13T21:55:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-12T09:45:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-12T10:30:00-04:00,"The Vice President delivers remarks at the NAACP 2012 Annual Convention","Texas, Huston","Open Press"
2012-07-12T11:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-07-11T12:00:00-04:00,"The President meets with Secretary Geithner","Oval Office","Closed Press"
2012-07-11T13:45:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-07-11T14:15:00-04:00,"The President meets with Democratic leaders","Oval Office","Closed Press"
2012-07-10T09:25:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-07-10T09:40:00-04:00,"The President departs Joint Base Andrews en route to Cedar Rapids, Iowa",,"Travel Pool Coverage"
2012-07-10T11:50:00-04:00,"The President arrives in Cedar Rapids, Iowa","Eastern Iowa Airport","Open Press"
2012-07-10T12:20:00-04:00,"The President holds a roundtable discussion with a local Iowa family","Private Residence, Iowa, Cedar Rapids","Pool Spray at the Top"
2012-07-10T13:50:00-04:00,"The President deliver remarks on middle class tax relief at a campaign event","Kirkwood Recreation Center","Open to pre-credentialed media"
2012-07-10T15:15:00-04:00,"The Vice President delivers remarks at the 2012 National Council of La Raza Annual Conference","Nevada, Las Vegas","Open Press"
2012-07-10T16:40:00-04:00,"The President departs Cedar Rapids, Iowa en route to Washington, DC","Eastern Iowa Airport","Open Press"
2012-07-10T18:15:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-10T18:40:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-10T21:00:00-04:00,"Dr. Jill Biden visits with Servicemembers and families at a Joining Forces event","Utah Air National Guard Base","Open Press"
2012-07-10T22:00:00-04:00,"The Vice President attends a campaign event","Park City, Utah",
2012-07-09T10:45:00-04:00,"The President recieves the Presidential Daily Briefing","Oval Office","Closed Press"
2012-07-09T11:15:00-04:00,"The President meets with senior adviors","Oval Office","Closed Press"
2012-07-09T11:50:00-04:00,"The President delivers a statement on the need for Congress to act to extend tax cuts for middle class families","East Room","Open Press"
2012-07-09T13:00:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-07-09T13:30:00-04:00,"The Vice President attends a campaign event for Senator Claire McCaskill","Missouri, Kansas City",
2012-07-09T14:00:00-04:00,"The President is interviewed by regional television outlets","Cabinet Room","Closed Press"
2012-07-09T16:15:00-04:00,"The President attends a campaign event","Washington, DC, The Mandarin Oriental Hotel","Closed Press"
2012-07-09T17:20:00-04:00,"The President attends a campaign event","Washington, DC, The Mandarin Oriental Hotel","Closed Press"
2012-07-09T20:00:00-04:00,"The Vice President attends a campaign event for Senator Maria Cantwell","Washington, Seattle",
2012-07-06T09:40:00-04:00,"The President tours Summer Garden Food Manufacturing","Ohio, Boardman","Pooled Press"
2012-07-06T10:45:00-04:00,"The President delivers remarks at a campaign event","Ohio, Poland, Dobbins Elementary School","Open to pre-credentialed media"
2012-07-06T13:50:00-04:00,"The President delivers remarks at a campaign event","Pennsylvania, Pittsburgh, Carnegie Mellon University","Open to pre-credentialed media"
2012-07-06T15:10:00-04:00,"The President departs Pittsburgh, Pennslyvania","Pittsburgh International Airport","Open Press"
2012-07-06T16:10:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-07-06T16:25:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-07-06T16:55:00-04:00,"The President holds an event at the White House with construction workers and college students to sign HR 4348","East Room","Open Press"
2012-07-06T18:00:00-04:00,"The President departs the White House en route to Camp David","South Lawn","Open Press"
2012-07-05T09:10:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Travel Pool Coverage"
2012-07-05T09:35:00-04:00,"The President departs Joint Base Andrews en route to Toledo, Ohio",,"Travel Pool Coverage"
2012-07-05T10:55:00-04:00,"The President arrives in Toledo, Ohio","Toledo Express Airport","Open Press"
2012-07-05T11:40:00-04:00,"The President delivers remarks at a campaign event","Ohio, Wolcott House Museum Complex, Maumee","Open to pre-credentialed media"
2012-07-05T15:40:00-04:00,"The President delivers remarks at a campaign event","Ohio, Washington Park, Sandusky","Open to pre-credentialed media"
2012-07-05T19:15:00-04:00,"The President delivers remarks at a campaign event","Ohio, Parma, James Day Park","Open to pre-credentialed media"
2012-06-29T09:20:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-29T10:25:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-29T10:40:00-04:00,"The President departs Joint Base Andrews en route to Colorado Springs, Colorado",,"Travel Pool Coverage"
2012-06-29T11:55:00-04:00,"The President arrives in Colorado Springs, Colorado","Colordao Springs Municipal Airport","Open Press"
2012-06-29T14:45:00-04:00,"The President departs Colorado Springs, Colorado en route to Joint Base Andrews","Colorado Springs Municipal Airport","Open Press"
2012-06-29T19:50:00-04:00,"The President arrives at Joint Base Andrews",,"Travel Pool Coverage"
2012-06-29T20:05:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-06-28T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-28T12:15:00-04:00,"The President delivers a statement","East Room","Pooled Press"
2012-06-28T12:45:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2012-06-28T13:35:00-04:00,"The President departs the White House en route to Bethesda, Maryland","South Lawn","Open Press"
2012-06-28T13:45:00-04:00,"The President arrive in Bethesda Maryland",,"Travel Pool Coverage"
2012-06-28T14:00:00-04:00,"The President visits the Walter Reed National Military Medical Center","Maryland, Bethesda","Closed Press"
2012-06-28T16:40:00-04:00,"The President departs Bethesda, Maryland en route to the White House",,"Travel Pool Coverage"
2012-06-28T16:50:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-06-28T17:00:00-04:00,"The President and the Vice President meet with Secretary of Defense Panetta","Oval Office","Closed Press"
2012-06-27T00:10:00-04:00,"The President arrives at the Ellipse","The Ellipse","Pooled Press"
2012-06-27T11:30:00-04:00,"The Vice President delivers remarks a campaign event","Iowa, Dubuque","Open Press"
2012-06-27T12:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-27T12:30:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-06-27T12:40:00-04:00,"The President meets for lunch with Abu Dhabi Crown Prince Mohammed Bin Zayed","Private Dining Room","Closed Press"
2012-06-27T15:00:00-04:00,"The President attends a campaign event","Washington, DC, Jefferson Hotel","Closed Press"
2012-06-27T19:00:00-04:00,"The President delivers remarks at a picnic for Members of Congress","South Lawn","Pooled Press"
2012-06-26T09:05:00-04:00,"The President departs Boston, Massachusetts en route to Atlanta, Georgia","Boston Logan International Airport","Open Press"
2012-06-26T11:15:00-04:00,"The President arrives in Atlanta, Georgia","Hartsfield-Jackson Atlanta International Airport","Open Press"
2012-06-26T11:30:00-04:00,"The Vice President delivers remarks a campaign event","Iowa, Waterloo","Open Press"
2012-06-26T13:25:00-04:00,"The President delivers remarks at a campaign event","Westin Peachtree Plaza Hotel","Pooled TV, Open to Correspondents"
2012-06-26T14:10:00-04:00,"The President attends a campaign event","Westin Peachtree Plaza Hotel","Closed Press"
2012-06-26T15:35:00-04:00,"The President departs Atlanta, Georgia en route to Miami, Florida","Hartsfield-Jackson Atlanta International Airport","Open Press"
2012-06-26T17:10:00-04:00,"The President arrives in Miami, Florida","Miami International Airport","Open Press"
2012-06-26T17:45:00-04:00,"The President attends a campaign event","Private Residence","Closed Press"
2012-06-26T20:30:00-04:00,"The President delivers remarks at a campaign event","The Fillmore Miami Beach at the Jackie Gleason Theater","Pooled TV, Open to Correspondents"
2012-06-26T21:45:00-04:00,"The President Miami, Florida en route to Joint Base Andrews","Miami International Airport","Open Press"
2012-06-26T23:55:00-04:00,"The President arrives at Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2012-06-25T10:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-25T11:00:00-04:00,"The President and the Vice President meet with Secretary of State Clinton","Oval Office","Closed Press"
2012-06-25T12:05:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-25T12:20:00-04:00,"The President departs Joint Base Andrews en route to Portsmouth, New Hampshire","Joint Base Andrews","Travel Pool Coverage"
2012-06-25T13:35:00-04:00,"The President arrives in Portsmouth, New Hampshire","Pease Air National Guard Base","Open Press"
2012-06-25T14:05:00-04:00,"The President delivers remarks at a campaign event","New Hampshire, Durham, Oyster River High School","Open Press"
2012-06-25T16:05:00-04:00,"The President departs Portsmouth, New Hampshire en route to Boston, Massachusetts","Pease Air National Guard Base","Open Press"
2012-06-25T16:30:00-04:00,"The President arrives in Boston, Massachusetts","Boston Logan International Airport","Open Press"
2012-06-25T17:10:00-04:00,"The President attends a campaign event","Boston, Massachusetts, Hamersleyâs Bistro","Closed Press"
2012-06-25T19:35:00-04:00,"The President delivers remarks at a campaign event","Boston, Massachusetts, Symphony Hall","Pooled Press"
2012-06-25T21:25:00-04:00,"The President delivers remarks at a campaign event","Private Residence","Print Pool"
2012-06-22T10:00:00-04:00,"The President departs the White House en route to Joint Base Andrews","South Lawn","Open Press"
2012-06-22T10:15:00-04:00,"The President Joint Base Andrews en route to Orlando, Florida","Joint Base Andrews","Travel Pool Coverage"
2012-06-22T12:15:00-04:00,"The President arrives in Orlando, Florida","Orlando International Airport","Open Press"
2012-06-22T13:40:00-04:00,"The President delivers remarks at the National Association of Latino Elected and Appointed Officialsâ Annual Conference","Walt Disney World Resort","Open to pre-credentialed media"
2012-06-22T14:55:00-04:00,"The President departs Orlando, Florida en route to Tampa, Florida","Orlando International Airport","Open Press"
2012-06-22T15:30:00-04:00,"The President arrives in Tampa, Florida","Tampa International Airport","Open Press"
2012-06-22T16:15:00-04:00,"The President delivers remarks at a campaign event","Hillsborough Community College","Open to pre-credentialed media"
2012-06-22T18:35:00-04:00,"The President departs Tampa, FL en route to Joint Base Andrews","Tampa International Airport","Open Press"
2012-06-22T20:30:00-04:00,"The President arrives at Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2012-06-22T20:45:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2012-06-21T10:00:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2012-06-21T10:30:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2012-06-21T11:30:00-04:00,"The Vice President will host an event to launch a new Public Service Announcement","The White House","Open Press"
2012-06-21T12:00:00-04:00,"Press Briefing by Press Secretary Jay Carney","Press Briefing Room",
2012-06-21T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2012-06-21T13:40:00-04:00,"The President delivers remarks where he will continue to call on Congress to stop interest rates on student loans from doubling on July 1","East Room","Open Press"
2012-06-21T15:00:00-04:00,"The President meets with John Bryson","Oval Office","Pool Spray at the Top"
2012-06-20T01:05:00-04:00,"The President arrives Washington, DC","Joint Base Andrews","Travel Pool Coverage"
2012-06-20T01:20:00-04:00,"The President arrives the White House","South Lawn","Open Press"
2012-06-20T13:30:00-04:00,"The Vice President attends a campaign event","California, Carmel",
2012-06-20T20:00:00-04:00,"The Vice President delivers remarks at the 37th Annual Convention and Career Fair of the National Association of Black Journalists","New Orleans, Louisiana","Open Press"
2012-06-19T11:00:00-04:00,"The President attends the second G-20 plenary session","Convention Center","Closed Press"
2012-06-19T13:30:00-04:00,"The President attends the third G-20 plenary session","Convention Center","Closed Press"
2012-06-19T14:15:00-04:00,"The Vice President delivers remarks at the 40th Annual International Convention of the American Federation of State, County and Municipal Employees in Los Angeles, California",,"Open Press"
2012-06-19T15:45:00-04:00,"The President attends a working lunch","Convention Center","Closed Press"
2012-06-19T17:20:00-04:00,"The President attends the closing ceremony of the G-20 Summit","Convention Center","Closed Press"
2012-06-19T17:45:00-04:00,"The President holds a bilateral meeting with President Hu of China","Convention Center","Pool Spray at the Top"
2012-06-19T18:30:00-04:00,"The Vice President attends a campaign event in Sacramento, California",,
2012-06-19T19:30:00-04:00,"The President holds a press conference","Convention Center","Open to pre-credentialed media"
2012-06-19T20:40:00-04:00,"The President departs Los Cabos, Mexico","Los Cabos International Airport","Travel Pool Coverage"
2012-06-18T11:05:00-04:00,"The President attends a bilateral meeting with President CalderÃ³n of Mexico","Fiesta Americana Grand Los Cabos Resort","Pool Spray at the Bottom"
2012-06-18T12:15:00-04:00,"The President a bilateral meeting with President Putin of Russia","Esperanza Resort","Pool Spray at the Bottom"
2012-06-18T14:15:00-04:00,"The Vice President attends a campaign event","Chicago, Illinois",
2012-06-18T16:45:00-04:00,"The President arrives at the Convention Center and participates in the official arrival greet with President CalderÃ³n of Mexico","Convention Center","Travel Pool Coverage"
2012-06-18T17:00:00-04:00,"The President attends the first G-20 plenary session","Convention Center",
2012-06-18T20:15:00-04:00,"The President participates in the official photo with leaders","Convention Center","Travel Pool Coverage"
2012-06-18T20:45:00-04:00,"The President participates in a working dinner with G-20 leaders","Convention Center","Closed Press"
2012-06-15T00:30:00-04:00,"The President and the First Lady arrive at Joint Base Andrews","Joint Base Andrews","Travel Pool Coverage"
2012-06-15T00:45:00-04:00,"The President and the First Lady arrive the White House","South Lawn","Open Press"
